,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
1978,2022,2018_11_08_05_31,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,8.388950622284431,2.706187868365057,-3.735001560974232,-0.8256510416666667,-0.1541341145833333,-0.0892008463541666,
1979,2023,2018_11_08_05_32,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,8.440569461646147,2.2811621483762496,-3.889300249720032,-0.7020833333333333,0.38203125,0.1947916666666666,
1980,2024,2018_11_08_05_33,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,6.925784688409868,-1.5577512721746931,-3.0360019377485945,-0.6636594580510683,0.1657683038040646,0.2326162714955706,
1981,2025,2018_11_08_05_34,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,2.0,3.563478328358677,-9.045591608062717,-0.3452999230054869,-0.5192626953125,0.5984293619791666,0.226513671875,
1982,2026,2018_11_08_05_35,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,2.0,1.517004272553759,-9.359862216774934,-0.7739585394858921,-0.6517171223958333,0.6551025390625,0.0187418619791666,
1983,2027,2018_11_08_05_36,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,2.274842158994739,-9.739864543464725,-0.273503360594065,-0.6017578125,0.6345296223958333,0.0202962239583333,
1984,2028,2018_11_08_05_37,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,2.0,2.681424749658717,-9.7994232790157,-0.1534280936885156,-0.7454264322916667,0.6543294270833333,-0.0986897786458333,
1985,2029,2018_11_08_05_38,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,2.0,1.9507327983259712,-2.6181198893034803,2.5038027545935044,-0.6891438802083333,0.2608154296875,0.2239908854166666,
1986,2030,2018_11_08_05_39,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,5.027274031580398,2.911864033962497,0.7146074827631631,-0.6071207682291667,-0.009521484375,0.4882568359375,
1987,2031,2018_11_08_05_40,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.339250999552085,2.2356159836170217,-4.0649563601399805,-0.3124186197916667,0.00478515625,0.890771484375,
1988,2032,2018_11_08_05_41,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.3421493949608,2.7506160180403003,-3.795416928896975,-0.3754475911458333,-0.2073323567708333,0.6297037760416667,
1989,2033,2018_11_08_05_42,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.375177844736813,3.0679563326987664,-3.540210585330342,-0.8314046223958333,-0.1697428385416666,0.2686442057291666,
1990,2034,2018_11_08_05_43,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.42428633844433,2.44239121337436,-3.8404891340794474,-0.38291015625,-0.1420735677083333,0.7685791015625,
1991,2035,2018_11_08_05_44,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.50002763807396,2.400719435610294,-3.7304759243560937,-0.2154622395833333,-0.3268310546875,0.6870442708333333,
1992,2036,2018_11_08_05_45,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.48006704244122,2.3833005054311247,-3.780282312206046,-0.2142961829077644,-0.335151771756123,0.6747329338196978,
1993,2037,2018_11_08_05_46,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.436440597032435,2.3199225024076155,-3.905493987290038,-0.3891845703125,-0.0009602864583333,0.9008382161458334,
1994,2038,2018_11_08_05_47,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.480833860918265,2.25834077502799,-3.848582728947356,-0.4174886067708333,-0.0015706380208333,0.8904296875,
1995,2039,2018_11_08_05_48,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,4.038746847582985,-7.514235552856434,-0.6210057898741871,-0.3656494140625,0.6230875651041666,0.2942138671875,
1996,2040,2018_11_08_05_49,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,3.1199115765823047,-9.605116280926886,-0.2100315469735716,-0.2173583984375,0.9541097005208332,0.117529296875,
1997,2041,2018_11_08_05_50,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,3.765976668010984,-5.990614557086827,-0.9492848811806164,-0.3970784505208333,0.7591145833333334,0.1820556640625,
1998,2042,2018_11_08_05_51,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.371285880235178,4.9200898522396255,-3.6415848127099593,-0.4879638671875,-0.0864095052083333,0.7470947265625,
1999,2043,2018_11_08_05_52,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,0.0,7.566548710078405,5.067074529619249,-3.064399888017923,-0.5338134765625,-0.180615234375,0.7612467447916667,
2000,2044,2018_11_08_05_53,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,0.0,7.553620544960804,5.136072053471452,-3.0130867573644986,-0.53623046875,-0.2983154296875,0.5591145833333333,
2001,2045,2018_11_08_05_54,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,5.188485903559669,-4.975572313277313,-0.9092232427406176,-0.6062581380208333,0.3206787109375,0.3500895182291667,
2002,2046,2018_11_08_05_55,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,3.0653824904479325,-9.280888237541996,0.6499319340713892,-0.6146484375,0.6721110026041667,0.1816569010416666,
2003,2047,2018_11_08_05_56,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,4.599882798729005,-4.62417943865847,-0.8080028566791734,-0.5266089108910891,0.4164685383011985,0.0615799244398124,
2004,2048,2018_11_08_05_57,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,1.0,7.254573323865542,6.155137117254894,-1.7307710867691857,-0.6041666666666666,-0.1280517578125,0.6436360677083334,
2005,2049,2018_11_08_05_58,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,0.0,7.204227984770461,6.299688926203806,-1.3069351859047025,-0.5338134765625,-0.1515787760416666,0.6476318359375,
2006,2050,2018_11_08_05_59,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.989516607609187,5.542879881948492,-1.615055267934487,-0.4680989583333333,-0.1040120442708333,0.823486328125,
2007,2051,2018_11_08_06_00,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,3.6003494673553424,-9.190441336552324,-0.1878912394256295,-0.4350423177083333,0.5548014322916667,0.2438069661458333,
2008,2052,2018_11_08_06_01,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.739424533913213,-9.5785817075532,-0.1623432342002238,-0.3803548177083333,0.7539306640625,0.1955485026041666,
2009,2053,2018_11_08_06_02,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,1.7687788523964194,-9.400341165901448,-0.3714940552060447,-0.1053304036458333,0.9805094401041666,0.1067789713541666,
2010,2054,2018_11_08_06_03,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,1.720028152033818,-9.477990518348289,-0.6621335031353865,-0.1026529947916666,0.9786783854166666,0.1313151041666666,
2011,2055,2018_11_08_06_04,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.3471027817415755,-9.81492200491181,0.0567594524648569,-0.2878987630208333,0.8106689453125,0.1920084635416666,
2012,2056,2018_11_08_06_05,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,6.702702941739657,-2.191766975905706,-3.244592398444571,-0.4489990234375,0.1861083984375,0.5270914713541667,
2013,2057,2018_11_08_06_06,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.229932748561035,-3.5950560996829704,-2.334600042392494,-0.6586344401041667,0.1615966796875,0.2418294270833333,
2014,2058,2018_11_08_06_07,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.466020549356475,-0.2747182329007273,-4.281954722775598,-0.8839646300156332,-0.2569779181865555,0.035247850442939,
2015,2059,2018_11_08_06_08,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.13908977659577,1.246987633639077,-4.8003435862261945,-0.6644938151041667,-0.3328125,0.3470703125,
2016,2060,2018_11_08_06_09,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.221455009518484,1.648328753527433,-4.583452555319143,-0.7806559244791667,-0.5341552734375,0.1480875651041666,
2017,2061,2018_11_08_06_10,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.20033888661814,1.1689549158342671,-4.7459122914333625,-0.48603515625,-0.626513671875,0.181298828125,
2018,2062,2018_11_08_06_11,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.14065548673014,0.5985692047284432,-4.7303674487457945,-0.5427978515625,-0.4621175130208333,0.3214518229166667,
2019,2063,2018_11_08_06_12,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.273872898040326,0.9771533440839854,-4.649007471332581,-0.5164143880208333,-0.5794352213541667,0.1381184895833333,
2020,2064,2018_11_08_06_13,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.24530296649862,0.8498114945658282,-4.728746135630248,-0.5320393880208333,-0.78896484375,-0.2422200520833333,
2021,2065,2018_11_08_06_14,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.192684567319505,0.961180211460548,-4.795369556407394,-0.5097249348958334,-0.7743001302083333,-0.1505696614583333,
2022,2066,2018_11_08_06_15,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.305347491270288,1.0127272310464466,-4.59519725707889,-0.3919596354166667,-0.7194091796875,0.1713785807291666,
2023,2067,2018_11_08_06_16,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.214111755487128,0.689819653174695,-4.615566434882414,-0.4832356770833333,-0.7488444010416667,-0.0457763671875,
2024,2068,2018_11_08_06_17,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.367531421556542,1.230429334087354,-4.435451594680855,-0.3850504557291667,-0.7514729817708333,0.2855794270833333,
2025,2069,2018_11_08_06_18,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.255531408953546,1.1711250529714627,-4.639951524566299,-0.5154134114583333,-0.6734130859375,-0.0412841796875,
2026,2070,2018_11_08_06_19,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.236423423124316,1.318256058219486,-4.643412110526313,-0.4345769280875456,-0.8728911542470037,-0.0876188770192808,
2027,2071,2018_11_08_06_20,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.367882444344898,1.3222133075587883,-4.407115403695417,-0.3633463541666666,-0.8940104166666667,-0.0225830078125,
2028,2072,2018_11_08_06_21,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.524082269204962,1.259199964210531,-4.153587380403126,-0.3991373697916666,-0.3618896484375,0.4273600260416667,
2029,2073,2018_11_08_06_22,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.008534913549836,0.5082732136035824,-4.678904190369542,-0.3839274088541666,-0.7786946614583333,0.1098307291666666,
2030,2074,2018_11_08_06_23,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.832805004199335,1.5608827686002218,-6.3021889757558665,-0.545458984375,-0.4302001953125,0.4907958984375,
2031,2075,2018_11_08_06_24,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.299722626427764,0.7681151256326979,-5.575062081578953,-0.6009195963541667,-0.1810384114583333,0.7390706380208333,
2032,2076,2018_11_08_06_25,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.846262657950723,0.8174925244008957,-5.00184265845463,-0.59208984375,-0.1275716145833333,0.5447916666666667,
2033,2077,2018_11_08_06_26,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.56685167659576,2.013585293958564,-5.288653524300119,-0.5416585286458333,-0.0124918619791666,0.34248046875,
2034,2078,2018_11_08_06_27,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.5422072846584545,2.7276526149719924,-5.084484032362807,-0.5862141927083333,0.1595621744791666,0.7157552083333333,
2035,2079,2018_11_08_06_28,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.4055358409854,1.541662139529674,-4.277455723572221,-0.4032877604166666,0.1508626302083333,0.6893229166666667,
2036,2080,2018_11_08_06_29,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.34422222928335,1.364794174076155,-4.4302288386338144,-0.8396891276041667,-0.1190592447916666,0.1814615885416666,
2037,2081,2018_11_08_06_30,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.404353185386363,1.610606047144452,-4.253312655039192,-0.8750732803543513,-0.2724563574778531,0.0693883533090151,
2038,2082,2018_11_08_06_31,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.03555742810749,1.2600123280431117,-4.9381107997759965,-0.7525146484375,-0.0039957682291666,0.5472249348958333,
2039,2083,2018_11_08_06_32,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.300804623628252,1.5140658112094074,-4.42592321080628,-0.76826171875,0.0097086588541666,0.4805989583333333,
2040,2084,2018_11_08_06_33,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.549405036674196,1.7961821327547542,-3.91695823426653,-0.9828776041666668,-0.0147379557291666,0.1289143880208333,
2041,2085,2018_11_08_06_34,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.636175277715575,1.7168168875139909,-3.7664559287794046,-0.9838541666666668,-0.0259602864583333,0.1231852213541666,
2042,2086,2018_11_08_06_35,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.677857216284345,1.6665814160044667,-3.71023753900391,-0.9234700520833332,-0.2758056640625,-0.0081217447916666,
2043,2087,2018_11_08_06_36,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.665048859541162,1.65186248880805,-3.738442785618344,-0.8754475911458334,-0.3183268229166666,0.0396809895833333,
2044,2088,2018_11_08_06_37,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.536680559350469,1.6472750876668472,-3.9897896846584513,-0.7749918619791667,0.0651529947916666,0.5106689453125,
2045,2089,2018_11_08_06_38,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.418627503023487,1.6357142871556514,-4.223922716685317,-0.4781087239583333,0.1120524088541666,0.8504557291666667,
2046,2090,2018_11_08_06_39,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.452620862654058,1.5005746207877877,-4.184341987010071,-0.4615559895833333,-0.1224527994791666,0.6479166666666667,
2047,2091,2018_11_08_06_40,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.52648719232929,1.2879357260638296,-4.127377217749179,-0.5627278645833333,-0.11640625,0.6806070963541667,
2048,2092,2018_11_08_06_41,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.576556535013996,1.5591040960784297,-3.93738004526612,-0.4101582855653986,0.0688183949973944,0.8892896690984888,
2049,2093,2018_11_08_06_42,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.61631813385566,2.2962336611080016,-3.514022896642399,-0.9633382161458334,-0.0503011067708333,0.0833984375,
2050,2094,2018_11_08_06_43,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.626904141097365,1.756102680425533,-3.70561965929451,-0.4691243489583333,-0.3371744791666666,0.4471028645833333,
2051,2095,2018_11_08_06_44,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.711323112542031,1.1741803479283344,-3.777858561814105,-0.110986328125,-0.9148763020833334,0.1719401041666666,
2052,2096,2018_11_08_06_45,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.620885063829792,1.7798087606270951,-3.75169661455768,-0.7938802083333333,-0.1303873697916666,0.1684000651041666,
2053,2097,2018_11_08_06_46,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.461634201175857,2.078105388017922,-3.922615342441226,-0.9311686197916668,-0.0616292317708333,0.0912841796875,
2054,2098,2018_11_08_06_47,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.284755346416599,1.93914786534155,-4.24307643398654,-0.7718912760416666,-0.378515625,0.1034016927083333,
2055,2099,2018_11_08_06_48,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.164836443809499,3.988699742016775,-3.117616147563014,-0.9398356119791668,-0.1708251953125,-0.0751953125,
2056,2100,2018_11_08_06_49,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.112704632848322,4.011958487464983,-3.225593245103518,-0.9327229817708332,-0.1836995442708333,0.0357177734375,
2057,2101,2018_11_08_06_50,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.093320605092341,3.487787821768318,-3.712992145215434,-0.8827555338541667,-0.11064453125,0.265673828125,
2058,2102,2018_11_08_06_51,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.20759918908174,3.79638079944009,-3.2440802548712147,-0.8193196614583333,-0.1445231119791666,0.3678141276041666,
2059,2103,2018_11_08_06_52,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.276001657502814,3.46846899680851,-3.3529346736842136,-0.8597249348958333,-0.1193929036458333,0.2668294270833333,
2060,2104,2018_11_08_06_53,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.46374468980965,1.998246859126549,-3.988969292217236,-0.7434861907243356,-0.0999136920270974,0.3760422094841063,
2061,2105,2018_11_08_06_54,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.455003649019595,2.0845274907563,-3.97337489596639,-0.9402750651041668,-0.0289957682291666,0.1585367838541666,
2062,2106,2018_11_08_06_55,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,8.297013338241873,3.025884840146136,-3.6537461664613535,-0.6983642578125,0.0474934895833333,0.5041748046875,
2063,2107,2018_11_08_06_56,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.6327007090756105,-3.752793815260504,-1.8809820779555744,-0.6723958333333333,0.2419677734375,0.1036214192708333,
2064,2108,2018_11_08_06_57,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,5.361328086786108,-7.99837893264277,-0.0004088762854419,-0.7689290364583333,-0.5347981770833333,-0.2998697916666666,
2065,2109,2018_11_08_06_58,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,3.727732912169016,-8.666999358760558,0.4198101057802817,-0.74736328125,-0.6114664713541667,-0.0667561848958333,
2066,2110,2018_11_08_06_59,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,3.807306171892499,-8.732157474804005,-0.587875710452967,-0.8630696614583333,-0.3684326171875,-0.1730143229166666,
2067,2111,2018_11_08_07_00,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,3.014616308118701,-9.128061305095146,0.0387509474137738,-0.6783854166666666,0.2385986328125,-0.1306396484375,
2068,2112,2018_11_08_07_01,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,4.340928953191473,-8.557227908790619,-0.158034738294847,-0.474560546875,0.3966145833333333,0.0565104166666666,
2069,2113,2018_11_08_07_02,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,2.943345230978719,-9.26373477015678,0.671527993290145,-0.5348958333333333,0.4392985026041666,0.2724202473958333,
2070,2114,2018_11_08_07_03,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.6293941223740096,-9.712387025248766,-0.0598382780263303,-0.7177083333333333,0.1166829427083333,0.5321940104166667,
2071,2115,2018_11_08_07_04,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,1.2850562578081728,-9.551328677323632,-0.706877996832588,-0.6144964825429912,0.7268678348097968,-0.0201683819697759,
2072,2116,2018_11_08_07_05,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,1.8220712695407624,-9.939379574487672,-0.1485283085512881,-0.822802734375,0.2568196614583333,-0.1326416015625,
2073,2117,2018_11_08_07_06,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,1.3488712526099675,-9.66942737609182,0.1106574288400893,-0.7822265625,0.2803059895833333,0.0207438151041666,
2074,2118,2018_11_08_07_07,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,1.8649222533454648,-9.32452016393057,-0.5027059541867864,-0.8263916015625,0.2307779947916666,-0.4357666015625,
2075,2119,2018_11_08_07_08,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.6117395848138862,-9.772654106623763,0.0506897854286114,-0.7943440755208333,0.1493815104166666,-0.50927734375,
2076,2120,2018_11_08_07_09,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,1.6219938614655491,-9.807613192224062,-0.2636016042114847,-0.4830891927083333,0.7190022786458333,0.1286295572916666,
2077,2121,2018_11_08_07_10,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,1.7824329247218802,-7.530818760330165,1.4608388597982085,-0.2439208984375,0.9471598307291668,0.1586263020833333,
2078,2122,2018_11_08_07_11,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,3.3142102066580774,-9.53741166318971,-0.2788333834993848,-0.4160563151041667,0.812548828125,0.1864176432291666,
2079,2123,2018_11_08_07_12,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,3.412714669413215,-8.664983255836496,0.3925002843770437,-0.4413004557291666,0.800341796875,0.186279296875,
2080,2124,2018_11_08_07_13,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,3.208843902552877,-9.483383356072755,-0.3069314309498602,-0.7602864583333333,0.5221354166666666,0.2103271484375,
2081,2125,2018_11_08_07_14,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.754878256527998,-9.64364335584882,-0.170670660136786,-0.7836995442708333,0.3438557942708333,0.3135009765625,
2082,2126,2018_11_08_07_15,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,2.330314317454309,-9.43647924001121,-0.2946248817396418,-0.4004475911458333,-0.0871012369791666,0.0231608072916666,
2083,2127,2018_11_08_07_16,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,0.6248786014535261,-6.037817452893084,2.365797038990316,-0.6110360213652944,-0.1307321521625846,0.1099693850964043,
2084,2128,2018_11_08_07_17,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,0.2667778828798439,-9.535357570268776,-0.8924487470851068,-0.6292643229166667,-0.280908203125,0.100244140625,
2085,2129,2018_11_08_07_18,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,0.4883447992198101,-9.536677643256876,-0.9123630178917188,-0.7202392578125,-0.2300699869791666,0.0121988932291666,
2086,2130,2018_11_08_07_19,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,4.0,1.8116599813377523,5.409367629723183,4.048566906662931,-0.7459391276041667,-0.4048828125,0.18935546875,
2087,2131,2018_11_08_07_20,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,1.347018627850503,-1.159185066422174,3.0362780660751465,-0.6604654947916667,-0.1681640625,0.1046061197916666,
2088,2132,2018_11_08_07_21,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,2.0,5.870448526106405,0.9370310473154572,-7.1612221021836255,-0.417822265625,0.0134033203125,0.6934814453125,
2089,2133,2018_11_08_07_22,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,5.954886297256455,1.338069226539756,-7.195874982250789,-0.3540608723958333,-0.018408203125,0.9114013671875,
2090,2134,2018_11_08_07_23,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.350243268924988,1.620233760132133,-6.801619961870069,-0.3002360026041666,-0.0332112630208333,0.9143147786458332,
2091,2135,2018_11_08_07_24,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.414275427827563,1.7967692744680783,-6.711356166293389,-0.2619222005208333,0.0200764973958333,0.9446370442708332,
2092,2136,2018_11_08_07_25,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.454456696584535,1.8059546555991,-6.672762093785018,-0.3609293619791666,0.1123697916666666,0.8970133463541666,
2093,2137,2018_11_08_07_26,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.449670978499432,1.8027802649496047,-6.67236260464729,-0.3201497395833333,-0.0085123697916666,0.8781494140625,
2094,2138,2018_11_08_07_27,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.454630967637162,1.8249849330907024,-6.66121469960808,-0.1488405419489317,0.034588327253778,0.952872589890568,
2095,2139,2018_11_08_07_28,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,6.520089451623732,1.7631619722004446,-6.608957831187032,-0.4270426432291667,-0.1006103515625,0.8268473307291667,
2096,2140,2018_11_08_07_29,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,7.045063040537513,0.9814323432642774,-6.249355608678595,-0.3088623046875,0.093798828125,0.9137939453125,
2097,2141,2018_11_08_07_30,work,3.0,1.0,,3.0,3.0,,workplace,5.0,6.0,3.0,2.523992585345486,-0.0819149426035851,3.9318007113107623,-0.5293619791666667,0.072216796875,0.5861653645833333,
2098,2142,2018_11_08_07_31,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,-0.1905178961091227,2.2753356817806405,8.79053662775602,-0.6557291666666667,-0.0586181640625,0.229833984375,
2099,2143,2018_11_08_07_32,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3431215438465839,-0.9825154958902536,10.047270081186989,0.0653483072916666,-0.7732747395833334,0.3709147135416666,
2100,2144,2018_11_08_07_33,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.342030345453526,-0.9740915553247462,10.01925017189244,-0.375537109375,0.0517659505208333,0.8941243489583334,
2101,2145,2018_11_08_07_34,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3423493940089569,-0.9678366037401994,10.015148115341493,-0.3737223307291666,0.1334716796875,0.8862874348958333,
2102,2146,2018_11_08_07_35,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3375529468197074,-0.9697240816965284,10.015619986002209,-0.22001953125,0.0345296223958333,0.950390625,
2103,2147,2018_11_08_07_36,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3385261777827532,-0.9679706573236264,10.01291746528552,-0.2116455078125,-0.432177734375,0.5649251302083333,
2104,2148,2018_11_08_07_37,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3391316282016793,-0.9675686701960748,10.011585095238052,-0.248681640625,-0.3902262369791666,0.6046549479166666,
2105,2149,2018_11_08_07_38,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3405024260280101,-0.9665224644481784,10.014211341176413,0.0022879755080771,-0.5120668316831684,0.5293772798332465,
2106,2150,2018_11_08_07_39,study,3.0,0.0,,0.0,,,workplace,6.0,5.0,3.0,0.3388264582978716,-0.966723956713324,10.014209733482623,-0.3175130208333333,-0.0552978515625,0.8587565104166667,
