,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,,,,Class
7133,7133,7133,7133,2018_11_22_03_06,sleep,4,0,,0,,,home,7,4,3,-0.090564098,0.17021085,10.37549265,,,,,,,
7134,7134,7134,7134,2018_11_22_03_12,sleep,4,0,,0,,,home,7,4,3,-0.092231728,0.168596842,10.37645516,,,,,,,
7135,7135,7135,7135,2018_11_22_03_16,sleep,4,0,,0,,,home,7,4,3,-0.095411684,0.167543207,10.37901885,,,,,,,
7136,7136,7136,7136,2018_11_22_03_24,sleep,4,0,,0,,,home,7,4,3,-0.092752849,0.16983139,10.37662215,,,,,,,
7137,7137,7137,7137,2018_11_22_03_31,sleep,4,0,,0,,,home,7,4,3,-0.137249691,0.240355864,10.38067516,,,,,,,
7138,7138,7138,7138,2018_11_22_03_44,sleep,4,0,,0,,,home,7,4,3,-0.138692207,0.235430279,10.37793898,,,,,,,
7139,7139,7139,7139,2018_11_22_03_56,sleep,4,0,,0,,,home,7,4,3,-2.308594917,4.385375892,9.094544089,,,,,,,
7140,7140,7140,7140,2018_11_22_04_06,sleep,4,0,,0,,,home,7,4,3,-0.139453537,0.230001544,10.38857092,,,,,,,
7141,7141,7141,7141,2018_11_22_04_13,sleep,4,0,,0,,,home,7,4,3,-0.141775349,0.268815499,10.38450375,,,,,,,
7142,7142,7142,7142,2018_11_22_04_24,sleep,4,0,,0,,,home,7,4,3,-0.147268876,0.268429424,10.3848067,,,,,,,
7143,7143,7143,7143,2018_11_22_04_32,sleep,4,0,,0,,,home,7,4,3,-0.14969525,0.271861202,10.38843956,,,,,,,
7144,7144,7144,7144,2018_11_22_04_41,sleep,4,0,,0,,,home,7,4,3,-0.145751386,0.270174805,10.38901599,,,,,,,
7145,7145,7145,7145,2018_11_22_04_48,sleep,4,0,,0,,,home,7,4,3,,,,,,,,,,
7146,7146,7146,7146,2018_11_22_05_07,sleep,4,0,,0,,,home,7,4,3,,,,,,,,,,
7147,7147,7147,7147,2018_11_22_05_12,sleep,4,0,,0,,,home,7,4,3,,,,,,,,,,
7148,7148,7148,7148,2018_11_22_05_22,sleep,4,0,,0,,,home,7,4,3,,,,,,,,,,
7149,7149,7149,7149,2018_11_22_05_33,sleep,4,0,,0,,,home,7,4,3,-0.143330374,0.233427961,10.38793819,,,,,,,
7150,7150,7150,7150,2018_11_22_05_41,sleep,4,0,,0,,,home,7,4,3,-0.140123806,0.230540441,10.40714541,,,,,,,
7151,7151,7151,7151,2018_11_22_05_53,sleep,4,0,,0,,,home,7,4,3,-0.150395011,0.237001837,10.41070857,,,,,,,
7152,7152,7152,7152,2018_11_22_06_04,sleep,4,0,,0,,,home,7,4,3,-0.294854118,1.009953637,10.18705587,,,,,,,
7153,7153,7153,7153,2018_11_22_06_19,sleep,4,0,,0,,,home,7,4,3,-0.110717753,0.232982902,10.41456396,,,,,,,
7154,7154,7154,7154,2018_11_22_06_30,sleep,4,0,,0,,,home,7,4,3,-0.062670173,0.228055083,10.42750015,,,,,,,
7155,7155,7155,7155,2018_11_22_06_35,sleep,4,0,,0,,,home,7,4,3,-0.098562867,0.205370788,10.42984502,,,,,,,
7156,7156,7156,7156,2018_11_22_06_50,sleep,4,0,,0,,,home,7,4,3,6.378308839,2.587786179,2.739158435,,,,,,,
7157,7157,7157,7157,2018_11_22_06_55,sleep,4,0,,0,,,home,7,4,3,9.283336163,-2.535582928,0.751635898,,,,,,,
7158,7158,7158,7158,2018_11_22_07_02,sleep,4,0,,0,,,home,7,4,3,9.572787999,0.7571254,-1.132230866,,,,,,,
7159,7159,7159,7159,2018_11_22_07_21,sleep,4,0,,0,,,home,7,4,3,-0.388265518,0.34338161,10.23311139,,,,,,,
7160,7160,7160,7160,2018_11_22_07_23,sleep,4,0,,0,,,home,7,4,3,0.237141254,1.157407503,10.22444357,,,,,,,
7161,7161,7161,7161,2018_11_22_07_30,sleep,4,0,,0,,,home,7,4,3,-0.262825972,0.098601967,10.3990459,,,,,,,
7162,7162,7162,7162,2018_11_22_07_41,sleep,4,0,,0,,,home,7,4,3,-0.236188601,0.186501211,10.34450325,,,,,,,
7163,7163,7163,7163,2018_11_22_07_45,sleep,4,0,,0,,,home,7,4,3,-0.238042868,0.14657552,10.34618068,,,,,,,
7164,7164,7164,7164,2018_11_22_07_52,sleep,4,0,,0,,,home,7,4,3,-0.25345274,0.204817583,10.36106856,,,,,,,
7165,7165,7165,7165,2018_11_22_07_56,personal_care,3,0,,0,,,home,6,5,3,-0.237883912,0.20053651,10.36049472,,,,,,,
7166,7166,7166,7166,2018_11_22_08_03,personal_care,3,0,,0,,,home,6,5,3,-1.014125962,9.843521154,0.473570284,,,,,,,
7167,7167,7167,7167,2018_11_22_08_09,personal_care,3,0,,0,,,home,6,5,3,-2.968397457,8.677449829,0.052978579,,,,,,,
7168,7168,7168,7168,2018_11_22_08_10,personal_care,3,0,,0,,,home,6,5,3,-1.265499722,9.807917614,0.482469158,,,,,,,
7169,7169,7169,7169,2018_11_22_08_22,personal_care,3,0,,0,,,home,6,5,3,0.431656071,2.347365969,9.274261845,,,,,,,
7170,7170,7170,7170,2018_11_22_08_23,personal_care,3,0,,0,,,home,6,5,3,-0.241637418,0.143442979,10.39913167,,,,,,,
7171,7171,7171,7171,2018_11_22_08_27,personal_care,3,0,,0,,,home,6,5,3,-0.239988239,0.149506977,10.39299817,,,,,,,
7172,7172,7172,7172,2018_11_22_08_30,personal_care,3,0,,0,,,home,6,5,4,-0.239940297,0.149408375,10.40438394,,,,,,,
7173,7173,7173,7173,2018_11_22_08_31,personal_care,3,0,,0,,,home,6,5,2,-0.238892292,0.149598083,10.3948069,,,,,,,
7174,7174,7174,7174,2018_11_22_09_05,study,3,0,,3,3,,workplace,2,5,3,-0.152443354,0.224947714,10.43147619,,,,,,,
7175,7175,7175,7175,2018_11_22_09_05,study,3,0,,3,3,,workplace,2,5,3,-0.235875784,0.152183289,10.40585314,,,,,,,
7176,7176,7176,7176,2018_11_22_09_06,study,3,0,,3,3,,workplace,2,5,3,-0.162730646,0.222644669,10.43948455,,,,,,,
7177,7177,7177,7177,2018_11_22_09_06,study,3,0,,3,3,,workplace,2,5,3,-0.236768583,0.151076005,10.39824156,,,,,,,
7178,7178,7178,7178,2018_11_22_09_07,study,3,0,,3,3,,workplace,2,5,3,-0.150751594,0.226652879,10.43885719,-0.632398754,-0.643496885,0.380597741,,,,
7179,7179,7179,7179,2018_11_22_09_07,study,3,0,,3,3,,workplace,2,5,3,-0.237495155,0.149810537,10.40558235,-0.632398754,-0.643496885,0.380597741,,,,
7180,7180,7180,7180,2018_11_22_09_08,study,3,0,,3,3,,workplace,2,5,3,-0.13962202,0.238517151,10.41414809,,,,,,,
7181,7181,7181,7181,2018_11_22_09_08,study,3,0,,3,3,,workplace,2,5,3,-0.236680108,0.154363005,10.39882069,,,,,,,
7182,7182,7182,7182,2018_11_22_09_09,study,3,0,,3,3,,workplace,2,5,3,-0.200461442,0.571854942,10.26374269,,,,,,,
7183,7183,7183,7183,2018_11_22_09_09,study,3,0,,3,3,,workplace,2,5,3,-0.237870506,0.148974041,10.40396833,,,,,,,
7184,7184,7184,7184,2018_11_22_09_10,study,3,0,,3,3,,workplace,2,5,3,-0.154132432,0.226387453,10.4087219,-0.434895833,-0.046875,0.890625,,,,
7185,7185,7185,7185,2018_11_22_09_10,study,3,0,,3,3,,workplace,2,5,3,-0.238841379,0.148590563,10.39892808,-0.434895833,-0.046875,0.890625,,,,
7186,7186,7186,7186,2018_11_22_09_11,study,3,0,,3,3,,workplace,2,5,3,-0.15205996,0.229548442,10.41541117,,,,,,,
7187,7187,7187,7187,2018_11_22_09_11,study,3,0,,3,3,,workplace,2,5,3,-0.236197513,0.148756873,10.39525216,,,,,,,
7188,7188,7188,7188,2018_11_22_09_12,study,3,0,,3,3,,workplace,2,5,3,-0.13871356,0.225489292,10.41592864,-0.836497274,-0.019665109,0.512412383,,,,
7189,7189,7189,7189,2018_11_22_09_12,study,3,0,,3,3,,workplace,2,5,3,-0.237884771,0.150278696,10.39771157,-0.836497274,-0.019665109,0.512412383,,,,
7190,7190,7190,7190,2018_11_22_09_13,study,3,0,,3,3,,workplace,2,5,3,-0.130061724,0.227427711,10.40131677,,,,,,,
7191,7191,7191,7191,2018_11_22_09_13,study,3,0,,3,3,,workplace,2,5,3,-0.233025799,0.154853642,10.39501889,,,,,,,
7192,7192,7192,7192,2018_11_22_09_14,study,3,0,,3,3,,workplace,2,5,3,-0.129276169,0.23056189,10.39808605,,,,,,,
7193,7193,7193,7193,2018_11_22_09_14,study,3,0,,3,3,,workplace,2,5,3,-0.233417236,0.151824025,10.39810753,,,,,,,
7194,7194,7194,7194,2018_11_22_09_15,study,3,0,,3,3,,workplace,2,5,3,-0.129855281,0.230645003,10.3933915,,,,,,,
7195,7195,7195,7195,2018_11_22_09_15,study,3,0,,3,3,,workplace,2,5,3,-0.235328844,0.14986952,10.39587683,,,,,,,
7196,7196,7196,7196,2018_11_22_09_16,study,3,0,,3,3,,workplace,2,5,3,-0.128817704,0.231465413,10.38846102,,,,,,,
7197,7197,7197,7197,2018_11_22_09_16,study,3,0,,3,3,,workplace,2,5,3,-0.233956133,0.15686445,10.39058171,,,,,,,
7198,7198,7198,7198,2018_11_22_09_17,study,3,0,,3,3,,workplace,2,5,3,-0.131992099,0.229245481,10.38697301,,,,,,,
7199,7199,7199,7199,2018_11_22_09_17,study,3,0,,3,3,,workplace,2,5,3,-0.232819357,0.159344446,10.39319042,,,,,,,
7200,7200,7200,7200,2018_11_22_09_18,study,3,0,,3,3,,workplace,2,5,3,-0.130243502,0.22991035,10.38857153,,,,,,,
7201,7201,7201,7201,2018_11_22_09_18,study,3,0,,3,3,,workplace,2,5,3,-0.231299186,0.154073449,10.39145042,,,,,,,
7202,7202,7202,7202,2018_11_22_09_19,study,3,0,,3,3,,workplace,2,5,3,-0.132422828,0.228311608,10.38818941,,,,,,,
7203,7203,7203,7203,2018_11_22_09_19,study,3,0,,3,3,,workplace,2,5,3,-0.234468986,0.159653237,10.39408457,,,,,,,
7204,7204,7204,7204,2018_11_22_09_20,study,3,0,,3,3,,workplace,2,5,3,-0.13308866,0.22869586,10.38672101,,,,,,,
7205,7205,7205,7205,2018_11_22_09_20,study,3,0,,3,3,,workplace,2,5,3,-0.228442091,0.160787536,10.39521076,,,,,,,
7206,7206,7206,7206,2018_11_22_09_21,study,3,0,,3,3,,workplace,2,5,3,-0.134472096,0.228417028,10.38780147,,,,,,,
7207,7207,7207,7207,2018_11_22_09_21,study,3,0,,3,3,,workplace,2,5,3,-0.223963759,0.161931685,10.39338345,,,,,,,
7208,7208,7208,7208,2018_11_22_09_22,study,3,0,,3,3,,workplace,2,5,3,-0.13366241,0.229207946,10.38680142,,,,,,,
7209,7209,7209,7209,2018_11_22_09_22,study,3,0,,3,3,,workplace,2,5,3,-0.230687901,0.160234564,10.39595731,,,,,,,
7210,7210,7210,7210,2018_11_22_09_23,study,3,0,,3,3,,workplace,2,5,3,-0.133351405,0.228580573,10.38264845,,,,,,,
7211,7211,7211,7211,2018_11_22_09_23,study,3,0,,3,3,,workplace,2,5,3,-0.087575471,0.523824501,10.1153014,,,,,,,
7212,7212,7212,7212,2018_11_22_09_24,study,3,0,,3,3,,workplace,2,5,3,-0.13540243,0.227500099,10.38658694,,,,,,,
7213,7213,7213,7213,2018_11_22_09_24,study,3,0,,3,3,,workplace,2,5,3,-0.24258652,0.14859869,10.40044809,,,,,,,
7214,7214,7214,7214,2018_11_22_09_25,study,3,0,,3,3,,workplace,2,5,3,-0.134587095,0.227747932,10.38391175,,,,,,,
7215,7215,7215,7215,2018_11_22_09_25,study,3,0,,3,3,,workplace,2,5,3,-0.24240957,0.146823817,10.40403002,,,,,,,
7216,7216,7216,7216,2018_11_22_09_26,study,3,0,,3,3,,workplace,2,5,3,-0.133968113,0.228924266,10.38799809,,,,,,,
7217,7217,7217,7217,2018_11_22_09_26,study,3,0,,3,3,,workplace,2,5,3,-0.243326498,0.146410931,10.40431419,,,,,,,
7218,7218,7218,7218,2018_11_22_09_27,study,3,0,,3,3,,workplace,2,5,3,-0.148234063,0.243988724,10.38535364,,,,,,,
7219,7219,7219,7219,2018_11_22_09_27,study,3,0,,3,3,,workplace,2,5,3,-0.244661421,0.139549671,10.40850223,,,,,,,
7220,7220,7220,7220,2018_11_22_09_28,study,3,0,,3,3,,workplace,2,5,3,-0.156443521,0.251611026,10.3845252,,,,,,,
7221,7221,7221,7221,2018_11_22_09_28,study,3,0,,3,3,,workplace,2,5,3,-0.246833347,0.135710753,10.40957715,,,,,,,
7222,7222,7222,7222,2018_11_22_09_29,study,3,0,,3,3,,workplace,2,5,3,-0.156229035,0.252316149,10.38324901,,,,,,,
7223,7223,7223,7223,2018_11_22_09_29,study,3,0,,3,3,,workplace,2,5,3,-0.244243427,0.139906638,10.40634109,,,,,,,
7224,7224,7224,7224,2018_11_22_09_30,study,3,0,,3,3,,workplace,2,5,3,-0.157440881,0.251959566,10.38285488,,,,,,,
7225,7225,7225,7225,2018_11_22_09_30,study,3,0,,3,3,,workplace,2,5,3,-0.242958491,0.143021696,10.41659792,,,,,,,
7226,7226,7226,7226,2018_11_22_09_31,study,3,0,,3,3,,workplace,2,5,3,-0.155435436,0.252806786,10.38019258,,,,,,,
7227,7227,7227,7227,2018_11_22_09_31,study,3,0,,3,3,,workplace,2,5,3,-0.2449271,0.13844277,10.41886708,,,,,,,
7228,7228,7228,7228,2018_11_22_09_32,study,3,0,,3,3,,workplace,2,5,3,-0.155405944,0.252450203,10.38203446,,,,,,,
7229,7229,7229,7229,2018_11_22_09_32,study,3,0,,3,3,,workplace,2,5,3,-0.245122819,0.137901193,10.42218894,,,,,,,
7230,7230,7230,7230,2018_11_22_09_33,study,3,0,,3,3,,workplace,2,5,3,-0.155171603,0.252649239,10.37981468,,,,,,,
7231,7231,7231,7231,2018_11_22_09_33,study,3,0,,3,3,,workplace,2,5,3,-0.24510137,0.135563294,10.41852928,,,,,,,
7232,7232,7232,7232,2018_11_22_09_34,study,3,0,,3,3,,workplace,2,5,3,-0.154743718,0.253171413,10.38441794,,,,,,,
7233,7233,7233,7233,2018_11_22_09_34,study,3,0,,3,3,,workplace,2,5,3,-0.245592783,0.131607324,10.42636786,,,,,,,
7234,7234,7234,7234,2018_11_22_09_35,study,3,0,,3,3,,workplace,2,5,3,-0.156105705,0.252005144,10.3860534,,,,,,,
7235,7235,7235,7235,2018_11_22_09_35,study,3,0,,3,3,,workplace,2,5,3,-0.242902888,0.136667897,10.42555367,,,,,,,
7236,7236,7236,7236,2018_11_22_09_36,study,3,0,,3,3,,workplace,2,5,3,-0.158499907,0.250179331,10.38335087,,,,,,,
7237,7237,7237,7237,2018_11_22_09_36,study,3,0,,3,3,,workplace,2,5,3,-0.242134939,0.137991861,10.42755087,,,,,,,
7238,7238,7238,7238,2018_11_22_09_37,study,3,0,,3,3,,workplace,2,5,3,-0.149864158,0.244136184,10.38614456,,,,,,,
7239,7239,7239,7239,2018_11_22_09_37,study,3,0,,3,3,,workplace,2,5,3,-0.241130695,0.139992433,10.42829107,,,,,,,
7240,7240,7240,7240,2018_11_22_09_38,study,3,0,,3,3,,workplace,2,5,3,-0.126999934,0.215242216,10.40742425,-0.494791667,-0.864583333,-0.036458333,,,,
7241,7241,7241,7241,2018_11_22_09_38,study,3,0,,3,3,,workplace,2,5,3,-0.24017087,0.137659896,10.42684595,-0.494791667,-0.864583333,-0.036458333,,,,
7242,7242,7242,7242,2018_11_22_09_39,study,3,0,,3,3,,workplace,2,5,3,-0.123220331,0.211965226,10.41177934,-0.521111111,-0.029756944,0.761701389,,,,
7243,7243,7243,7243,2018_11_22_09_39,study,3,0,,3,3,,workplace,2,5,3,-0.239288722,0.139469962,10.43040242,-0.521111111,-0.029756944,0.761701389,,,,
7244,7244,7244,7244,2018_11_22_09_40,study,3,0,,3,3,,workplace,2,5,3,-0.119739561,0.206627509,10.41103976,-0.555380695,0.038294365,0.769053507,,,,
7245,7245,7245,7245,2018_11_22_09_40,study,3,0,,3,3,,workplace,2,5,3,-0.237465663,0.141365144,10.42814091,-0.555380695,0.038294365,0.769053507,,,,
7246,7246,7246,7246,2018_11_22_09_41,study,3,0,,3,3,,workplace,2,5,3,-0.120525133,0.20888002,10.40395226,,,,,,,
7247,7247,7247,7247,2018_11_22_09_41,study,3,0,,3,3,,workplace,2,5,3,-0.231891703,0.143713768,10.42178942,,,,,,,
7248,7248,7248,7248,2018_11_22_09_42,study,3,0,,3,3,,workplace,2,5,3,-0.119069308,0.211027563,10.39914777,,,,,,,
7249,7249,7249,7249,2018_11_22_09_42,study,3,0,,3,3,,workplace,2,5,3,-0.232669217,0.144569031,10.42177069,,,,,,,
7250,7250,7250,7250,2018_11_22_09_43,study,3,0,,3,3,,workplace,2,5,3,-0.12151612,0.209609878,10.3972855,,,,,,,
7251,7251,7251,7251,2018_11_22_09_43,study,3,0,,3,3,,workplace,2,5,3,-0.23561572,0.143105163,10.42603626,,,,,,,
7252,7252,7252,7252,2018_11_22_09_44,study,3,0,,3,3,,workplace,2,5,3,-0.115356017,0.203708223,10.40138917,,,,,,,
7253,7253,7253,7253,2018_11_22_09_44,study,3,0,,3,3,,workplace,2,5,3,-0.238666364,0.138061608,10.43429486,,,,,,,
7254,7254,7254,7254,2018_11_22_09_45,study,3,0,,3,3,,workplace,2,5,3,-0.111004629,0.199952035,10.39709139,,,,,,,
7255,7255,7255,7255,2018_11_22_09_45,study,3,0,,3,3,,workplace,2,5,3,-0.239521992,0.139981083,10.4386501,,,,,,,
7256,7256,7256,7256,2018_11_22_09_46,study,3,0,,3,3,,workplace,2,5,3,-0.109288739,0.202533912,10.39414488,,,,,,,
7257,7257,7257,7257,2018_11_22_09_46,study,3,0,,3,3,,workplace,2,5,3,-0.273834473,0.520855501,10.21401673,,,,,,,
7258,7258,7258,7258,2018_11_22_09_47,study,3,0,,3,3,,workplace,2,5,3,-0.111210468,0.201871261,10.39657541,,,,,,,
7259,7259,7259,7259,2018_11_22_09_47,study,3,0,,3,3,,workplace,2,5,3,-0.393356884,2.50173969,9.212471027,,,,,,,
7260,7260,7260,7260,2018_11_22_09_49,study,3,0,,3,3,,workplace,2,5,3,-0.107790017,0.202445436,10.40374582,,,,,,,
7261,7261,7261,7261,2018_11_22_09_49,study,3,0,,3,3,,workplace,2,5,3,-0.318048113,0.218325454,10.41846761,,,,,,,
7262,7262,7262,7262,2018_11_22_09_50,study,3,0,,3,3,,workplace,2,5,3,-0.108599703,0.19055486,10.43432348,,,,,,,
7263,7263,7263,7263,2018_11_22_09_50,study,3,0,,3,3,,workplace,2,5,3,-0.31988197,0.215459383,10.41890462,,,,,,,
7264,7264,7264,7264,2018_11_22_09_51,study,3,0,,3,3,,workplace,2,5,3,-0.108916751,0.180145255,10.46149078,,,,,,,
7265,7265,7265,7265,2018_11_22_09_51,study,3,0,,3,3,,workplace,2,5,3,-0.321471848,0.215349459,10.41640049,,,,,,,
7266,7266,7266,7266,2018_11_22_09_52,study,3,0,,3,3,,workplace,2,5,3,-0.107393218,0.174921502,10.47764427,,,,,,,
7267,7267,7267,7267,2018_11_22_09_52,study,3,0,,3,3,,workplace,2,5,3,-0.321876691,0.215531773,10.41910569,,,,,,,
7268,7268,7268,7268,2018_11_22_09_53,study,3,0,,3,3,,workplace,2,5,3,-0.10581916,0.172658519,10.48683153,,,,,,,
7269,7269,7269,7269,2018_11_22_09_53,study,3,0,,3,3,,workplace,2,5,3,-0.321058962,0.21585082,10.41954272,,,,,,,
7270,7270,7270,7270,2018_11_22_09_55,study,3,0,,3,3,,workplace,2,5,3,-0.102336707,0.174058195,10.49320257,,,,,,,
7271,7271,7271,7271,2018_11_22_09_55,study,3,0,,3,3,,workplace,2,5,3,-0.32102679,0.214791795,10.41311349,,,,,,,
7272,7272,7272,7272,2018_11_22_09_56,study,3,0,,3,3,,workplace,2,5,3,-0.100438504,0.175892052,10.48964748,,,,,,,
7273,7273,7273,7273,2018_11_22_09_56,study,3,0,,3,3,,workplace,2,5,3,-0.321463805,0.213389592,10.41321001,,,,,,,
7274,7274,7274,7274,2018_11_22_09_57,study,3,0,,3,3,,workplace,2,5,3,-0.102038277,0.16765039,10.49021048,,,,,,,
7275,7275,7275,7275,2018_11_22_09_57,study,3,0,,3,3,,workplace,2,5,3,-0.32110454,0.215459383,10.41670881,,,,,,,
7276,7276,7276,7276,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.10325067,0.177248809,10.46655238,,,,,,,
7277,7277,7277,7277,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.320198686,0.214800218,10.41561379,,,,,,,
7278,7278,7278,7278,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.10325067,0.177248809,10.46655238,,,,,,,
7279,7279,7279,7279,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.320198686,0.214800218,10.41561379,,,,,,,
7280,7280,7280,7280,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.10325067,0.177248809,10.46655238,,,,,,,
7281,7281,7281,7281,2018_11_22_09_58,study,3,0,,3,3,,workplace,2,5,3,-0.320198686,0.214800218,10.41561379,,,,,,,
7282,7282,7282,7282,2018_11_22_09_59,study,3,0,,3,3,,workplace,2,5,2,3.572374172,1.810343574,5.820667584,,,,,,,
7283,7283,7283,7283,2018_11_22_09_59,study,3,0,,3,3,,workplace,2,5,2,-0.318471723,0.217204764,10.41514843,,,,,,,
7284,7284,7284,7284,2018_11_22_10_00,study,3,0,,3,3,,workplace,2,5,3,8.37744588,1.102799334,0.152195357,,,,,,,
7285,7285,7285,7285,2018_11_22_10_00,study,3,0,,3,3,,workplace,2,5,3,-0.319911461,0.215494237,10.41812442,,,,,,,
7286,7286,7286,7286,2018_11_22_10_01,study,3,0,,3,3,,workplace,2,5,3,-0.469059886,0.169946786,10.18043809,,,,,,,
7287,7287,7287,7287,2018_11_22_10_01,study,3,0,,3,3,,workplace,2,5,3,-0.318651356,0.215542497,10.41733887,,,,,,,
7288,7288,7288,7288,2018_11_22_10_02,study,3,0,,3,3,,workplace,2,5,3,-0.207694984,0.215515686,10.41365238,,,,,,,
7289,7289,7289,7289,2018_11_22_10_02,study,3,0,,3,3,,workplace,2,5,3,-0.319407419,0.214915125,10.41422346,,,,,,,
7290,7290,7290,7290,2018_11_22_10_03,study,3,0,,3,3,,workplace,2,5,3,-0.21059591,0.215011643,10.41201961,,,,,,,
7291,7291,7291,7291,2018_11_22_10_03,study,3,0,,3,3,,workplace,2,5,3,-0.319442273,0.214226088,10.41694744,,,,,,,
7292,7292,7292,7292,2018_11_22_10_04,study,3,0,,3,3,,workplace,2,5,3,-0.212495123,0.215647153,10.41095912,,,,,,,
7293,7293,7293,7293,2018_11_22_10_04,study,3,0,,3,3,,workplace,2,5,3,-0.331729648,0.215022368,10.41998241,,,,,,,
7294,7294,7294,7294,2018_11_22_10_05,study,3,0,,3,3,,workplace,2,5,3,-0.213926676,0.219106297,10.40348604,,,,,,,
7295,7295,7295,7295,2018_11_22_10_05,study,3,0,,3,3,,workplace,2,5,3,-0.405587954,0.210614678,10.41023939,,,,,,,
7296,7296,7296,7296,2018_11_22_10_06,study,3,0,,3,3,,workplace,2,5,3,-0.217223531,0.215025049,10.41219121,,,,,,,
7297,7297,7297,7297,2018_11_22_10_06,study,3,0,,3,3,,workplace,2,5,3,-0.419481295,0.193166229,10.43045471,,,,,,,
7298,7298,7298,7298,2018_11_22_10_07,study,3,0,,3,3,,workplace,2,5,3,-0.228127472,0.197833984,10.42793446,,,,,,,
7299,7299,7299,7299,2018_11_22_10_07,study,3,0,,3,3,,workplace,2,5,3,-0.422098025,0.189345695,10.43450043,,,,,,,
7300,7300,7300,7300,2018_11_22_10_08,study,3,0,,3,3,,workplace,2,5,3,-0.227105981,0.19682858,10.42164197,,,,,,,
7301,7301,7301,7301,2018_11_22_10_08,study,3,0,,3,3,,workplace,2,5,3,-0.420835239,0.191530772,10.43074425,,,,,,,
7302,7302,7302,7302,2018_11_22_10_09,study,3,0,,3,3,,workplace,2,5,3,-0.227135474,0.199426544,10.41503045,,,,,,,
7303,7303,7303,7303,2018_11_22_10_09,study,3,0,,3,3,,workplace,2,5,3,-0.420575624,0.191704948,10.43230487,,,,,,,
7304,7304,7304,7304,2018_11_22_10_10,study,3,0,,3,3,,workplace,2,5,3,-0.224510699,0.204005823,10.41525836,,,,,,,
7305,7305,7305,7305,2018_11_22_10_10,study,3,0,,3,3,,workplace,2,5,3,-0.420583217,0.188340291,10.43823786,,,,,,,
7306,7306,7306,7306,2018_11_22_10_11,study,3,0,,3,3,,workplace,2,5,3,-0.223103133,0.199874283,10.41875179,,,,,,,
7307,7307,7307,7307,2018_11_22_10_11,study,3,0,,3,3,,workplace,2,5,3,-0.418875371,0.190265304,10.43653806,,,,,,,
7308,7308,7308,7308,2018_11_22_10_12,study,3,0,,3,3,,workplace,2,5,3,-0.218893843,0.20611583,10.41651847,,,,,,,
7309,7309,7309,7309,2018_11_22_10_12,study,3,0,,3,3,,workplace,2,5,3,-0.420120095,0.189534491,10.43488797,,,,,,,
7310,7310,7310,7310,2018_11_22_10_13,study,3,0,,3,3,,workplace,2,5,3,-0.221483763,0.21176754,10.40885059,,,,,,,
7311,7311,7311,7311,2018_11_22_10_13,study,3,0,,3,3,,workplace,2,5,3,-0.414033345,0.197627541,10.43025091,,,,,,,
7312,7312,7312,7312,2018_11_22_10_14,study,3,0,,3,3,,workplace,2,5,3,-0.218638229,0.208157393,10.41606941,,,,,,,
7313,7313,7313,7313,2018_11_22_10_14,study,3,0,,3,3,,workplace,2,5,3,-0.415111138,0.19336731,10.43089973,,,,,,,
7314,7314,7314,7314,2018_11_22_10_15,study,3,0,,3,3,,workplace,2,5,3,-0.224427586,0.215566626,10.41483474,,,,,,,
7315,7315,7315,7315,2018_11_22_10_15,study,3,0,,3,3,,workplace,2,5,3,-0.415411419,0.195667674,10.42646523,,,,,,,
7316,7316,7316,7316,2018_11_22_10_16,study,3,0,,3,3,,workplace,2,5,3,-0.166685235,0.349210269,10.4583942,-0.651041667,0.033854167,0.7578125,,,,
7317,7317,7317,7317,2018_11_22_10_16,study,3,0,,3,3,,workplace,2,5,3,-0.415296133,0.197407693,10.42154815,-0.651041667,0.033854167,0.7578125,,,,
7318,7318,7318,7318,2018_11_22_10_17,study,3,0,,3,3,,workplace,2,5,3,-0.112795588,0.23245205,10.42613817,,,,,,,
7319,7319,7319,7319,2018_11_22_10_17,study,3,0,,3,3,,workplace,2,5,3,-0.419211973,0.199771651,10.42854342,,,,,,,
7320,7320,7320,7320,2018_11_22_10_18,study,3,0,,3,3,,workplace,2,5,3,-0.101500211,0.19526015,10.41490177,,,,,,,
7321,7321,7321,7321,2018_11_22_10_18,study,3,0,,3,3,,workplace,2,5,3,-0.700774527,3.594066737,7.519500349,,,,,,,
7322,7322,7322,7322,2018_11_22_10_19,study,3,0,,3,3,,workplace,2,5,3,-0.0997307,0.198053832,10.40932513,,,,,,,
7323,7323,7323,7323,2018_11_22_10_19,study,3,0,,3,3,,workplace,2,5,3,0.810409773,7.731785325,6.43279142,,,,,,,
7324,7324,7324,7324,2018_11_22_10_20,study,3,0,,3,3,,workplace,2,5,3,-0.10040365,0.198968079,10.40547779,,,,,,,
7325,7325,7325,7325,2018_11_22_10_20,study,3,0,,3,3,,workplace,2,5,3,0.58492746,7.314445627,7.276747336,,,,,,,
